nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Minervino Murge,Borghi storici,110006,Minervino Murge (BT),Piazza Vittorio Veneto,2,76012,41.08082,16.080536,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/minervino_murge__centro_storico_1415006650617.jpg,,,,,,A 24 km da   Andria    Minervino Murge è una cittadina panoramica che  dall'alto dei suoi 500 m sul livello del mare  regala una vista eccezionale sulla Valle dell'Ofanto  sul   Parco Nazionale dell'Alta Murgia   e sulla vicina Basilicata.     Il cuore del centro antico è il  Borgo Scesciola   affascinante labirinto di stradine aggrovigliate e archetti in tufo  dove si affacciano le antiche abitazioni dalla facciata bianca. In piazza Bovio  spicca il profilo rinascimentale della    Cattedrale dell'Assunta     con il  Palazzo Vescovile  e il campanile  mentre  poco più in là  si susseguono le eleganti architetture dell'antico  Monastero delle Clarisse    Palazzo Caputi   la  Chiesa di San Francesco  con la  Confraternita del Purgatorio  e il  palazzo baronale  o  Castello .      Ai piedi dell'abitato  scavata nella roccia dai fiumiciattoli della zona  è un importante luogo di culto da più di mille anni la    Grotta di San Michele     con l'imponente ingresso neoclassico.     Famoso e gustoso è il  fungo cardoncello   simbolo gastronomico della città  celebrato nella tradizionale sagra di fine ottobre. Da gustare è anche il  marzapane . 
Minervino Murge,Comune,110006,Minervino Murge (BT),Piazza Vittorio Veneto,2,76012,41.08082,16.080536,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/minervino_murge__centro_storico_1415006650617.jpg,,,,,,A 24 km da   Andria    Minervino Murge è una cittadina panoramica che  dall'alto dei suoi 500 m sul livello del mare  regala una vista eccezionale sulla Valle dell'Ofanto  sul   Parco Nazionale dell'Alta Murgia   e sulla vicina Basilicata.     Il cuore del centro antico è il  Borgo Scesciola   affascinante labirinto di stradine aggrovigliate e archetti in tufo  dove si affacciano le antiche abitazioni dalla facciata bianca. In piazza Bovio  spicca il profilo rinascimentale della    Cattedrale dell'Assunta     con il  Palazzo Vescovile  e il campanile  mentre  poco più in là  si susseguono le eleganti architetture dell'antico  Monastero delle Clarisse    Palazzo Caputi   la  Chiesa di San Francesco  con la  Confraternita del Purgatorio  e il  palazzo baronale  o  Castello .      Ai piedi dell'abitato  scavata nella roccia dai fiumiciattoli della zona  è un importante luogo di culto da più di mille anni la    Grotta di San Michele     con l'imponente ingresso neoclassico.     Famoso e gustoso è il  fungo cardoncello   simbolo gastronomico della città  celebrato nella tradizionale sagra di fine ottobre. Da gustare è anche il  marzapane . 
Cripta di San Salvatore,Chiese ipogee,075033,Giurdignano (LE),Via San Vincenzo,,73020,,,,,+390836801436,,,Visite guidate-Bar - Punto ristoro,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/giurdignano_san_salvatoreiris_1441192476977.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/giurdignano_san_salvatore1iris_1441192482391.jpg,Iris Soc. Coop.,,,In via San Vincenzo  poco distante dalla piazza centrale di  Giurdignano   la Cripta di San Salvatore è un  gioiello dell'architettura rupestre   risalente all'VIII secolo  scavata interamente nel banco di roccia tufacea.     È una  scalinata  a introdurre alla cripta  a pianta centrale  divisa in tre navate da quattro pilastri. Unica nel suo genere è la  decorazione lapidea del soffitto   scolpito in modo tale da riprodurre una cupola a croce greca e un rivestimento a cassettoni nell'aula centrale.     Nella navata principale s'intravede l' affresco duecentesco della Madonna col Bambino  tra due Arcangeli proni con due incensieri tra le mani  mentre nelle navate laterali si distinguono dei Santi  figure nimbate  l'Annunciazione e un Santo Vescovo.     Lungo il perimetro resta un sedile scavato nella pietra e le scale di accesso alla cripta stessa che  prima dei lavori di restauro  arrivavano al ciglio stradale. 
Bitetto,Borghi storici,072010,Bitetto (BA),Piazza del Ferrarese,29,70122,41.040108,16.74811,,info.baricity@viaggiareinpuglia.it,+390805242244,,,,,http://www.viaggiareinpuglia.it/img/Localita/bitetto__centro_storico_1414508115767.jpg,,,,,,Ha un cuore di pietra bianca e suggestioni orientali  Bitetto  piccolo centro a 15 km da   Bari    sul primo gradino delle Murge.     È un candido gioiello di arte romanica  la splendida   Cattedrale di San Michele Arcangelo    raffinato esempio di romanico pugliese  che ricorda nella maestosità e nei motivi la vicina basilica di Bari.     Bitetto è la città dell' oliva termite   rinomata varietà d'olive da mensa raccolte nelle campagne vicine  per la gran parte tenute a uliveti. È da non perdere la  Sagra dell'oliva termite   a fine settembre  per un assaggio di questa particolare oliva  conservata in salamoia  dal retrogusto leggermente amarognolo. 
Bitetto,Comune,072010,Bitetto (BA),Piazza del Ferrarese,29,70122,41.040108,16.74811,,info.baricity@viaggiareinpuglia.it,+390805242244,,,,,http://www.viaggiareinpuglia.it/img/Localita/bitetto__centro_storico_1414508115767.jpg,,,,,,Ha un cuore di pietra bianca e suggestioni orientali  Bitetto  piccolo centro a 15 km da   Bari    sul primo gradino delle Murge.     È un candido gioiello di arte romanica  la splendida   Cattedrale di San Michele Arcangelo    raffinato esempio di romanico pugliese  che ricorda nella maestosità e nei motivi la vicina basilica di Bari.     Bitetto è la città dell' oliva termite   rinomata varietà d'olive da mensa raccolte nelle campagne vicine  per la gran parte tenute a uliveti. È da non perdere la  Sagra dell'oliva termite   a fine settembre  per un assaggio di questa particolare oliva  conservata in salamoia  dal retrogusto leggermente amarognolo. 
Giurdignano,Città della fede e della tradizione,075033,Giurdignano (LE),c/o Castello Aragonese - Piazza Castello,8,73028,40.122814,18.431744,,info.otranto@viaggiareinpuglia.it,+390836871407,,,,,http://www.viaggiareinpuglia.it/img/Localita/giurdignano_1415012307890.jpg,,,,,,Adagiato sulle serre del   Salento   orientale  Giurdignano dista 34 chilometri da   Lecce   mentre il mare più vicino è quello di   Otranto    a soli 6 chilometri.     Uno scenario da cartolina si dipana tra i gomitoli di  strade lastricate   le  case a corte   i  negozietti  e i monumenti storici. Ma non finisce qui. Il territorio di Giurdignano è costellato da  dolmen  e  menhir  tanto da essere conosciuto come il  Giardino megalitico d'Italia .     Piazza Municipio è dominata dalla sobria facciata della Chiesa Madre. Costruita nel secondo Settecento  conserva le tele firmate da celebri pittori come Giandomenico Catalano e Oronzo Tiso.     Scavata in un banco tufaceo è la    Cripta di San Salvatore    risalente all'VIII secolo. Nel Settecento sopra l'ipogeo è stata edificata la piccola chiesa di San Vincenzo Ferrer. Risalente all'epoca bizantina  l'abbazia di Centoporte trae il nome dalle numerose finestre che spiccano sui ruderi dell'edificio.     A Giurdignano sono tutte da scoprire e  gustare  le  Tavole di San Giuseppe   rito antico tra fede e gastronomia.
Giurdignano,Borghi storici,075033,Giurdignano (LE),c/o Castello Aragonese - Piazza Castello,8,73028,40.122814,18.431744,,info.otranto@viaggiareinpuglia.it,+390836871407,,,,,http://www.viaggiareinpuglia.it/img/Localita/giurdignano_1415012307890.jpg,,,,,,Adagiato sulle serre del   Salento   orientale  Giurdignano dista 34 chilometri da   Lecce   mentre il mare più vicino è quello di   Otranto    a soli 6 chilometri.     Uno scenario da cartolina si dipana tra i gomitoli di  strade lastricate   le  case a corte   i  negozietti  e i monumenti storici. Ma non finisce qui. Il territorio di Giurdignano è costellato da  dolmen  e  menhir  tanto da essere conosciuto come il  Giardino megalitico d'Italia .     Piazza Municipio è dominata dalla sobria facciata della Chiesa Madre. Costruita nel secondo Settecento  conserva le tele firmate da celebri pittori come Giandomenico Catalano e Oronzo Tiso.     Scavata in un banco tufaceo è la    Cripta di San Salvatore    risalente all'VIII secolo. Nel Settecento sopra l'ipogeo è stata edificata la piccola chiesa di San Vincenzo Ferrer. Risalente all'epoca bizantina  l'abbazia di Centoporte trae il nome dalle numerose finestre che spiccano sui ruderi dell'edificio.     A Giurdignano sono tutte da scoprire e  gustare  le  Tavole di San Giuseppe   rito antico tra fede e gastronomia.
Giurdignano,Comune,075033,Giurdignano (LE),c/o Castello Aragonese - Piazza Castello,8,73028,40.122814,18.431744,,info.otranto@viaggiareinpuglia.it,+390836871407,,,,,http://www.viaggiareinpuglia.it/img/Localita/giurdignano_1415012307890.jpg,,,,,,Adagiato sulle serre del   Salento   orientale  Giurdignano dista 34 chilometri da   Lecce   mentre il mare più vicino è quello di   Otranto    a soli 6 chilometri.     Uno scenario da cartolina si dipana tra i gomitoli di  strade lastricate   le  case a corte   i  negozietti  e i monumenti storici. Ma non finisce qui. Il territorio di Giurdignano è costellato da  dolmen  e  menhir  tanto da essere conosciuto come il  Giardino megalitico d'Italia .     Piazza Municipio è dominata dalla sobria facciata della Chiesa Madre. Costruita nel secondo Settecento  conserva le tele firmate da celebri pittori come Giandomenico Catalano e Oronzo Tiso.     Scavata in un banco tufaceo è la    Cripta di San Salvatore    risalente all'VIII secolo. Nel Settecento sopra l'ipogeo è stata edificata la piccola chiesa di San Vincenzo Ferrer. Risalente all'epoca bizantina  l'abbazia di Centoporte trae il nome dalle numerose finestre che spiccano sui ruderi dell'edificio.     A Giurdignano sono tutte da scoprire e  gustare  le  Tavole di San Giuseppe   rito antico tra fede e gastronomia.
Maglie,Città del gusto,075039,Maglie (LE),c/o Palazzo di Città - Piazza Aldo Moro,1,73024,40.120796,18.29922,,info.maglie@viaggiareinpuglia.it,+390836489203,,,,,http://www.viaggiareinpuglia.it/img/Localita/maglie__duomo__solito_1433501026321.jpg,Carlos Solito,,,,,Maglie è situata nel cuore del   Salento    a 30 km da   Lecce   e ad appena 16 km dal litorale di   Otranto  .     La cittadina  che comprende anche la frazione di Morigino  è il  salotto salentino  dove fare shopping nelle boutique del borgo antico  passeggiare sul corso o fare un break al caffè della Libertà. Fulcro del  centro storico   costellato da chiese e palazzi signorili  è la  piazza  intitolata allo statista  Aldo Moro  a cui la cittadina ha dato i natali e a cui è dedicata una statua.     Poco distante dal centro si dispiega il bel parco di  Villa Tamborino   impreziosito da un padiglione decorato con ghirlande e cornucopie.     Fiore all'occhiello della città è il  Museo l'Alca  dedicato alla preistoria  alla paleontologia e all'etnologia  con oltre 2.500 reperti  dove è possibile tuffarsi indietro nel tempo.     La campagna circostante è caratterizzata dalla presenza di numerosi  menhir   tra cui Spruno  Delle Franite e Calamauri  e  dolmen   tra i quali Chianca  Canali e Masseria Nuova.     Dulcis in fundo  ghiotte sorprese aspettano i visitatori tra gli stand del  Mercatino del Gusto   che ai primi di agosto richiama migliaia di golosi visitatori.   
Maglie,Borghi storici,075039,Maglie (LE),c/o Palazzo di Città - Piazza Aldo Moro,1,73024,40.120796,18.29922,,info.maglie@viaggiareinpuglia.it,+390836489203,,,,,http://www.viaggiareinpuglia.it/img/Localita/maglie__duomo__solito_1433501026321.jpg,Carlos Solito,,,,,Maglie è situata nel cuore del   Salento    a 30 km da   Lecce   e ad appena 16 km dal litorale di   Otranto  .     La cittadina  che comprende anche la frazione di Morigino  è il  salotto salentino  dove fare shopping nelle boutique del borgo antico  passeggiare sul corso o fare un break al caffè della Libertà. Fulcro del  centro storico   costellato da chiese e palazzi signorili  è la  piazza  intitolata allo statista  Aldo Moro  a cui la cittadina ha dato i natali e a cui è dedicata una statua.     Poco distante dal centro si dispiega il bel parco di  Villa Tamborino   impreziosito da un padiglione decorato con ghirlande e cornucopie.     Fiore all'occhiello della città è il  Museo l'Alca  dedicato alla preistoria  alla paleontologia e all'etnologia  con oltre 2.500 reperti  dove è possibile tuffarsi indietro nel tempo.     La campagna circostante è caratterizzata dalla presenza di numerosi  menhir   tra cui Spruno  Delle Franite e Calamauri  e  dolmen   tra i quali Chianca  Canali e Masseria Nuova.     Dulcis in fundo  ghiotte sorprese aspettano i visitatori tra gli stand del  Mercatino del Gusto   che ai primi di agosto richiama migliaia di golosi visitatori.   
Maglie,Comune,075039,Maglie (LE),c/o Palazzo di Città - Piazza Aldo Moro,1,73024,40.120796,18.29922,,info.maglie@viaggiareinpuglia.it,+390836489203,,,,,http://www.viaggiareinpuglia.it/img/Localita/maglie__duomo__solito_1433501026321.jpg,Carlos Solito,,,,,Maglie è situata nel cuore del   Salento    a 30 km da   Lecce   e ad appena 16 km dal litorale di   Otranto  .     La cittadina  che comprende anche la frazione di Morigino  è il  salotto salentino  dove fare shopping nelle boutique del borgo antico  passeggiare sul corso o fare un break al caffè della Libertà. Fulcro del  centro storico   costellato da chiese e palazzi signorili  è la  piazza  intitolata allo statista  Aldo Moro  a cui la cittadina ha dato i natali e a cui è dedicata una statua.     Poco distante dal centro si dispiega il bel parco di  Villa Tamborino   impreziosito da un padiglione decorato con ghirlande e cornucopie.     Fiore all'occhiello della città è il  Museo l'Alca  dedicato alla preistoria  alla paleontologia e all'etnologia  con oltre 2.500 reperti  dove è possibile tuffarsi indietro nel tempo.     La campagna circostante è caratterizzata dalla presenza di numerosi  menhir   tra cui Spruno  Delle Franite e Calamauri  e  dolmen   tra i quali Chianca  Canali e Masseria Nuova.     Dulcis in fundo  ghiotte sorprese aspettano i visitatori tra gli stand del  Mercatino del Gusto   che ai primi di agosto richiama migliaia di golosi visitatori.   
Specchia Gallone,Borghi storici,075047,Minervino di Lecce (LE),c/o Area Archeologica Parco dei Guerrieri,S.P. 363,73037,40.088066,18.408812,,info.poggiardo@viaggiareinpuglia.it,+39800551155,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412958526426.jpg,,,,,,Specchia Gallone  frazione del comune di    Minervino di Lecce     ha nel nome il suo passato. In leggera altura  a pochi chilometri dall'insenatura di   Porto Badisco   e da   Otranto    fu fortezza durante il periodo dell'invasione saracena e  quindi  residenza di nobili famiglie  che nei secoli successivi realizzarono l'imponente palazzo dei  Principi di Gallone  che domina il borgo.     Rilevanti tracce del passato emergono anche nella  Cappella di Sant'Anna   eretta nel XIII secolo  che conserva importanti affreschi. Risale agli inizi del XVI secolo la  Chiesa di   San Biagio .
